,FisrtPara,FirstSente,ParaLoc,SenteLoc,SenteLen,ThematicWords,ProperNouns,StatRatio,Included
34593,0,0,0.7775382886072444,0.30164639187359954,21,0.8695652173913043,0.0,2.586206896551724,0
34594,0,0,0.7775382886072444,0.23684537837697092,33,1.5957446808510638,2.094240837696335,0.0,0
34595,0,0,0.7775382886072444,0.04571018373102068,15,1.2345679012345678,7.317073170731707,0.0,0
34596,0,0,0.7775382886072444,0.28624001372002456,38,1.0204081632653061,1.0101010101010102,0.0,1
34597,0,0,0.7775382886072444,0.26360209515829375,24,0.6756756756756757,1.342281879194631,0.0,0
34598,0,0,0.7775382886072444,0.0013903740286267477,18,0.970873786407767,0.0,0.0,0
34599,0,0,0.7775382886072444,0.26510453974566617,21,0.0,0.0,0.0,0
34600,0,0,0.7775382886072444,0.2850828142127639,1,0.0,0.0,0.0,0
34601,1,1,0.5235987755982988,3.141592653589793,22,1.7543859649122806,1.7241379310344827,0.0,1
34602,0,1,0.28290162580549555,1.0471975511965976,29,2.127659574468085,0.0,0.0,1
34603,0,0,0.28290162580549555,0.5658032516109911,22,2.7777777777777777,0.0,0.0,0
34604,0,0,0.28290162580549555,0.43578794817037836,20,1.8867924528301887,0.0,0.0,0
34605,0,1,0.21789397408518918,1.5707963267948966,20,0.0,0.0,0.0,0
34606,0,0,0.21789397408518918,0.8487048774164866,27,1.948051948051948,2.547770700636943,0.0,1
34607,0,1,0.5183588590714963,0.4487989505128276,29,0.6289308176100629,0.0,0.0,0
34608,0,0,0.5183588590714963,0.2424871078332819,22,2.4390243902439024,0.0,0.0,0
34609,0,0,0.5183588590714963,0.18676626350159073,30,0.0,0.0,0.0,0
34610,0,0,0.5183588590714963,0.44430759348985394,22,0.9345794392523364,3.7037037037037033,2.7777777777777777,1
34611,0,0,0.5183588590714963,0.2933545710529936,4,0.0,0.0,0.0,0
34612,0,0,0.5183588590714963,0.127307291136071,1,0.0,0.0,0.0,0
34613,0,0,0.5183588590714963,0.4309234169622851,24,0.7633587786259542,0.0,0.0,0
34614,0,0,0.5183588590714963,0.3383505405385299,16,1.941747572815534,3.8095238095238098,0.0,1
34615,0,0,0.5183588590714963,0.06530026247288669,11,0.0,0.0,0.0,0
34616,0,0,0.5183588590714963,0.40891430531432077,11,0.0,0.0,0.0,0
34617,0,1,0.34224699956182586,1.0471975511965976,26,3.6496350364963503,0.0,0.0,1
